Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2015Q1,0.0270964,2056.239
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2015Q1,0.0556838,3140.120
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2015Q1,0.1387503,7531.963
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2015Q1,0.0952830,5449.973
High level industry groups,Public administration and safety,SG01RSC02B01C08,2015Q1,0.0404797,2379.252
High level industry groups,Education and training,SG01RSC02B01C09,2015Q1,0.0453145,2332.271
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2015Q1,0.0587682,3281.938
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2015Q1,0.0324492,1781.132
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2015Q1,0.0832036,4107.743
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2015Q2,0.0447022,3225.591
High level industry groups,Mining,SG01RSC02B01A02,2015Q2,0.0093205,866.698
High level industry groups,Manufacturing,SG01RSC02B01B01,2015Q2,0.1127979,5522.669
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2015Q2,0.0300461,1666.833
High level industry groups,Construction,SG01RSC02B01B03,2015Q2,0.0593991,3239.966
High level industry groups,Wholesale trade,SG01RSC02B01C01,2015Q2,0.0503361,2838.536
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2015Q2,0.0641637,3738.273
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2015Q2,0.0486766,2483.856
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2015Q2,0.0265170,2157.175
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2015Q2,0.0546687,3145.346
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2015Q2,0.1410605,7628.855
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2015Q2,0.0971861,5507.959
High level industry groups,Public administration and safety,SG01RSC02B01C08,2015Q2,0.0404144,2405.876
High level industry groups,Education and training,SG01RSC02B01C09,2015Q2,0.0447568,2333.350
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2015Q2,0.0593748,3313.322
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2015Q2,0.0322641,1750.837
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2015Q2,0.0843156,4196.564
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2015Q3,0.0447022,3215.972
High level industry groups,Mining,SG01RSC02B01A02,2015Q3,0.0093205,840.960
High level industry groups,Manufacturing,SG01RSC02B01B01,2015Q3,0.1127979,5662.777
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2015Q3,0.0300461,1677.262
High level industry groups,Construction,SG01RSC02B01B03,2015Q3,0.0593991,3282.237
High level industry groups,Wholesale trade,SG01RSC02B01C01,2015Q3,0.0503361,2880.807
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2015Q3,0.0641637,3809.229
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2015Q3,0.0486766,2535.474
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2015Q3,0.0265170,2157.276
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2015Q3,0.0546687,3176.495
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2015Q3,0.1410605,7768.054
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2015Q3,0.0971861,5629.718
High level industry groups,Public administration and safety,SG01RSC02B01C08,2015Q3,0.0404144,2424.927
High level industry groups,Education and training,SG01RSC02B01C09,2015Q3,0.0447568,2335.645
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2015Q3,0.0593748,3289.016
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2015Q3,0.0322641,1732.287
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2015Q3,0.0843156,4232.512
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2015Q4,0.0447022,3222.775
High level industry groups,Mining,SG01RSC02B01A02,2015Q4,0.0093205,805.230
High level industry groups,Manufacturing,SG01RSC02B01B01,2015Q4,0.1127979,5824.002
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2015Q4,0.0300461,1690.819
High level industry groups,Construction,SG01RSC02B01B03,2015Q4,0.0593991,3359.378
High level industry groups,Wholesale trade,SG01RSC02B01C01,2015Q4,0.0503361,2884.881
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2015Q4,0.0641637,3868.676
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2015Q4,0.0486766,2547.667
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2015Q4,0.0265170,2182.231
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2015Q4,0.0546687,3208.482
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2015Q4,0.1410605,7837.694
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2015Q4,0.0971861,5715.258
High level industry groups,Public administration and safety,SG01RSC02B01C08,2015Q4,0.0404144,2462.815
High level industry groups,Education and training,SG01RSC02B01C09,2015Q4,0.0447568,2339.156
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2015Q4,0.0593748,3321.940
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2015Q4,0.0322641,1758.093
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2015Q4,0.0843156,4288.537
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2016Q1,0.0447022,3274.839
High level industry groups,Mining,SG01RSC02B01A02,2016Q1,0.0093205,774.936
High level industry groups,Manufacturing,SG01RSC02B01B01,2016Q1,0.1127979,5750.867
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2016Q1,0.0300461,1703.138
High level industry groups,Construction,SG01RSC02B01B03,2016Q1,0.0593991,3496.241
High level industry groups,Wholesale trade,SG01RSC02B01C01,2016Q1,0.0503361,2884.485
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2016Q1,0.0641637,3920.788
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2016Q1,0.0486766,2607.347
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2016Q1,0.0265170,2172.436
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2016Q1,0.0546687,3209.504
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2016Q1,0.1410605,7979.776
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2016Q1,0.0971861,5851.184
High level industry groups,Public administration and safety,SG01RSC02B01C08,2016Q1,0.0404144,2470.444
High level industry groups,Education and training,SG01RSC02B01C09,2016Q1,0.0447568,2343.883
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2016Q1,0.0593748,3393.721
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2016Q1,0.0322641,1760.040
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2016Q1,0.0843156,4319.080
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2016Q2,0.0555008,3359.119
High level industry groups,Mining,SG01RSC02B01A02,2016Q2,0.0091599,764.373
High level industry groups,Manufacturing,SG01RSC02B01B01,2016Q2,0.1009057,5683.525
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2016Q2,0.0290482,1686.841
High level industry groups,Construction,SG01RSC02B01B03,2016Q2,0.0617755,3553.518
High level industry groups,Wholesale trade,SG01RSC02B01C01,2016Q2,0.0473302,2911.753
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2016Q2,0.0675773,3971.681
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2016Q2,0.0451909,2580.369
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2016Q2,0.0248240,2134.280
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2016Q2,0.0533884,3230.508
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2016Q2,0.1436758,8073.163
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2016Q2,0.0999071,5924.320
High level industry groups,Public administration and safety,SG01RSC02B01C08,2016Q2,0.0401761,2457.025
High level industry groups,Education and training,SG01RSC02B01C09,2016Q2,0.0439522,2349.365
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2016Q2,0.0586126,3455.912
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2016Q2,0.0321011,1783.489
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2016Q2,0.0868742,4419.122
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2016Q3,0.0555008,3262.500
High level industry groups,Mining,SG01RSC02B01A02,2016Q3,0.0091599,767.499
High level industry groups,Manufacturing,SG01RSC02B01B01,2016Q3,0.1009057,5896.110
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2016Q3,0.0290482,1694.731
High level industry groups,Construction,SG01RSC02B01B03,2016Q3,0.0617755,3558.140
High level industry groups,Wholesale trade,SG01RSC02B01C01,2016Q3,0.0473302,2948.082
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2016Q3,0.0675773,4029.781
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2016Q3,0.0451909,2667.004
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2016Q3,0.0248240,2085.839
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2016Q3,0.0533884,3251.893
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2016Q3,0.1436758,8159.665
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2016Q3,0.0999071,6049.291
High level industry groups,Public administration and safety,SG01RSC02B01C08,2016Q3,0.0401761,2487.768
High level industry groups,Education and training,SG01RSC02B01C09,2016Q3,0.0439522,2353.798
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2016Q3,0.0586126,3462.901
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2016Q3,0.0321011,1781.457
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2016Q3,0.0868742,4459.596
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2016Q4,0.0555008,3153.094
High level industry groups,Mining,SG01RSC02B01A02,2016Q4,0.0091599,748.485
High level industry groups,Manufacturing,SG01RSC02B01B01,2016Q4,0.1009057,5917.231
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2016Q4,0.0290482,1675.515
High level industry groups,Construction,SG01RSC02B01B03,2016Q4,0.0617755,3613.555
High level industry groups,Wholesale trade,SG01RSC02B01C01,2016Q4,0.0473302,2947.682
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2016Q4,0.0675773,4059.938
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2016Q4,0.0451909,2648.354
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2016Q4,0.0248240,2059.244
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2016Q4,0.0533884,3317.393
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2016Q4,0.1436758,8236.089
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2016Q4,0.0999071,6120.171
High level industry groups,Public administration and safety,SG01RSC02B01C08,2016Q4,0.0401761,2495.520
High level industry groups,Education and training,SG01RSC02B01C09,2016Q4,0.0439522,2357.181
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2016Q4,0.0586126,3503.308
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2016Q4,0.0321011,1870.548
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2016Q4,0.0868742,4469.792
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2017Q1,0.0555008,3277.647
High level industry groups,Mining,SG01RSC02B01A02,2017Q1,0.0091599,729.922
High level industry groups,Manufacturing,SG01RSC02B01B01,2017Q1,0.1009057,5842.852
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2017Q1,0.0290482,1694.599
High level industry groups,Construction,SG01RSC02B01B03,2017Q1,0.0617755,3641.579
High level industry groups,Wholesale trade,SG01RSC02B01C01,2017Q1,0.0473302,2992.103
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2017Q1,0.0675773,4153.799
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2017Q1,0.0451909,2619.748
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2017Q1,0.0248240,2060.174
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2017Q1,0.0533884,3319.661
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2017Q1,0.1436758,8329.721
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2017Q1,0.0999071,6227.201
High level industry groups,Public administration and safety,SG01RSC02B01C08,2017Q1,0.0401761,2525.029
High level industry groups,Education and training,SG01RSC02B01C09,2017Q1,0.0439522,2359.514
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2017Q1,0.0586126,3538.908
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2017Q1,0.0321011,1866.458
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2017Q1,0.0868742,4530.238
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2017Q2,0.0591467,3149.283
